Lokal;ID;PI;Antal;Struktur;Kommentar;Kommun;Slice;Behandling
V_Flommen;3_2.10;levande;0;vascular tissue;;Vellinge;3;Heatweed
V_Flommen;3_3.1;levande;0;cortex;;Vellinge;3;Heatweed
V_Flommen;3_3.2;levande;0;vascular tissue;;Vellinge;3;Heatweed
V_Flommen;3_3.3;levande;0;vascular tissue;;Vellinge;3;Heatweed
V_Flommen;3_3.4;levande;0;vascular tissue;;Vellinge;3;Heatweed
V_Flommen;3_3.5;levande;0;vascular tissue;;Vellinge;3;Heatweed
V_Flommen;3_3.6;levande;0;vascular tissue;;Vellinge;3;Heatweed
V_Flommen;3_3.7;levande;0;vascular tissue;;Vellinge;3;Heatweed
V_Flommen;3_3.8;levande;0;vascular tissue;;Vellinge;3;Heatweed
V_Flommen;3_3.9;levande;0;vascular tissue;;Vellinge;3;Heatweed
V_Flommen;3_3.10;levande;0;vascular tissue;;Vellinge;3;Heatweed
V_Flommen;3_4.1;levande;0;vascular tissue;;Vellinge;3;Heatweed
V_Flommen;3_4.2;levande;0;cortex;;Vellinge;3;Heatweed
V_Flommen;3_4.3;levande;0;vascular tissue;;Vellinge;3;Heatweed
V_Flommen;3_4.4;levande;0;vascular tissue;;Vellinge;3;Heatweed
V_Flommen;3_4.5;levande;0;vascular tissue;;Vellinge;3;Heatweed
V_Flommen;3_4.6;levande;0;vascular tissue;;Vellinge;3;Heatweed
V_Flommen;3_4.7;levande;0;vascular tissue;;Vellinge;3;Heatweed
V_Flommen;3_4.8;levande;0;vascular tissue;;Vellinge;3;Heatweed
V_Flommen;3_4.9;levande;0;vascular tissue;;Vellinge;3;Heatweed
V_Flommen;3_4.10;levande;0;vascular tissue;;Vellinge;3;Heatweed
V_Flommen;3_5.1;levande;0;vascular tissue;;Vellinge;3;Heatweed
V_Flommen;3_5.2;levande;0;vascular tissue;;Vellinge;3;Heatweed
V_Flommen;3_5.3;levande;0;vascular tissue;;Vellinge;3;Heatweed
V_Flommen;3_5.4;levande;0;vascular tissue;;Vellinge;3;Heatweed
V_Flommen;3_5.5;levande;0;cortex;;Vellinge;3;Heatweed
V_Flommen;3_5.6;levande;0;cortex;;Vellinge;3;Heatweed
V_Flommen;3_5.7;levande;0;cortex;;Vellinge;3;Heatweed
V_Flommen;3_5.8;levande;0;vascular tissue;;Vellinge;3;Heatweed
V_Flommen;3_5.9;levande;0;vascular tissue;;Vellinge;3;Heatweed
V_Flommen;3_5.10;levande;0;vascular tissue;;Vellinge;3;Heatweed
V_Flommen;4_1.1;levande;0;vascular tissue;;Vellinge;4;Heatweed
V_Flommen;4_1.2;levande;0;vascular tissue;;Vellinge;4;Heatweed
V_Flommen;4_1.3;levande;0;vascular tissue;;Vellinge;4;Heatweed
V_Flommen;4_1.4;levande;0;vascular tissue;;Vellinge;4;Heatweed
V_Flommen;4_1.5;levande;0;vascular tissue;;Vellinge;4;Heatweed
V_Flommen;4_1.6;levande;0;vascular tissue;;Vellinge;4;Heatweed
V_Flommen;4_1.7;levande;0;cortex;;Vellinge;4;Heatweed
V_Flommen;4_1.8;levande;0;cortex;;Vellinge;4;Heatweed
V_Flommen;4_1.9;levande;0;vascular tissue;;Vellinge;4;Heatweed
V_Flommen;4_1.10;död;7;pith;;Vellinge;4;Heatweed
V_Flommen;4_2.1;levande;0;pith;;Vellinge;4;Heatweed
V_Flommen;4_2.2;levande;0;vascular tissue;;Vellinge;4;Heatweed
V_Flommen;4_2.3;levande;0;vascular tissue;;Vellinge;4;Heatweed
V_Flommen;4_2.4;levande;0;vascular tissue;;Vellinge;4;Heatweed
V_Flommen;4_2.5;levande;0;vascular tissue;;Vellinge;4;Heatweed
V_Flommen;4_2.6;levande;0;cortex;;Vellinge;4;Heatweed
V_Flommen;4_2.7;levande;0;vascular tissue;;Vellinge;4;Heatweed
V_Flommen;4_2.8;levande;0;vascular tissue;;Vellinge;4;Heatweed
V_Flommen;4_2.9;levande;0;vascular tissue;;Vellinge;4;Heatweed
V_Flommen;4_2.10;levande;0;vascular tissue;;Vellinge;4;Heatweed
V_Flommen;4_3.1;levande;0;vascular tissue;;Vellinge;4;Heatweed
V_Flommen;4_3.2;levande;0;vascular tissue;;Vellinge;4;Heatweed
V_Flommen;4_3.3;levande;0;vascular tissue;;Vellinge;4;Heatweed
V_Flommen;4_3.4;levande;0;pith;;Vellinge;4;Heatweed
V_Flommen;4_3.5;levande;0;vascular tissue;;Vellinge;4;Heatweed
V_Flommen;4_3.6;levande;0;vascular tissue;;Vellinge;4;Heatweed
V_Flommen;4_3.7;levande;0;vascular tissue;;Vellinge;4;Heatweed
V_Flommen;4_3.8;levande;0;vascular tissue;;Vellinge;4;Heatweed
V_Flommen;4_3.9;levande;0;vascular tissue;;Vellinge;4;Heatweed
V_Flommen;4_3.10;levande;0;vascular tissue;;Vellinge;4;Heatweed
V_Flommen;4_4.1;död;8;pith;;Vellinge;4;Heatweed
V_Flommen;4_4.2;levande;0;vascular tissue;;Vellinge;4;Heatweed
V_Flommen;4_4.3;levande;0;vascular tissue;;Vellinge;4;Heatweed
V_Flommen;4_4.4;levande;0;vascular tissue;;Vellinge;4;Heatweed
V_Flommen;4_4.5;levande;0;vascular tissue;;Vellinge;4;Heatweed
V_Flommen;4_4.6;levande;0;vascular tissue;;Vellinge;4;Heatweed
V_Flommen;4_4.7;levande;0;vascular tissue;;Vellinge;4;Heatweed
V_Flommen;4_4.8;levande;0;vascular tissue;;Vellinge;4;Heatweed
V_Flommen;4_4.9;levande;0;vascular tissue;;Vellinge;4;Heatweed
V_Flommen;4_4.10;levande;0;cortex;;Vellinge;4;Heatweed
V_Flommen;4_5.1;levande;0;vascular tissue;;Vellinge;4;Heatweed
V_Flommen;4_5.2;levande;0;vascular tissue;;Vellinge;4;Heatweed
V_Flommen;4_5.3;levande;0;vascular tissue;;Vellinge;4;Heatweed
V_Flommen;4_5.4;levande;0;vascular tissue;;Vellinge;4;Heatweed
V_Flommen;4_5.5;levande;0;vascular tissue;;Vellinge;4;Heatweed
V_Flommen;4_5.6;levande;0;vascular tissue;;Vellinge;4;Heatweed
V_Flommen;4_5.7;levande;0;vascular tissue;;Vellinge;4;Heatweed
V_Flommen;4_5.8;levande;0;vascular tissue;;Vellinge;4;Heatweed
V_Flommen;4_5.9;levande;0;vascular tissue;;Vellinge;4;Heatweed
V_Flommen;4_5.10;levande;0;vascular tissue;;Vellinge;4;Heatweed
V_Flommen;5_1.1;levande;0;pith;;Vellinge;5;Heatweed
V_Flommen;5_1.2;levande;0;vascular tissue;;Vellinge;5;Heatweed
V_Flommen;5_1.3;levande;0;vascular tissue;;Vellinge;5;Heatweed
V_Flommen;5_1.4;död;52;vascular tissue;bös;Vellinge;5;Heatweed
V_Flommen;5_1.5;död;28;vascular tissue;bös;Vellinge;5;Heatweed
V_Flommen;5_1.6;levande;0;cortex;;Vellinge;5;Heatweed
V_Flommen;5_1.7;levande;0;vascular tissue;;Vellinge;5;Heatweed
V_Flommen;5_1.8;levande;0;vascular tissue;;Vellinge;5;Heatweed
V_Flommen;5_1.9;levande;0;vascular tissue;;Vellinge;5;Heatweed
V_Flommen;5_1.10;levande;0;vascular tissue;;Vellinge;5;Heatweed
V_Flommen;5_2.1;levande;0;vascular tissue;;Vellinge;5;Heatweed
V_Flommen;5_2.2;levande;0;vascular tissue;;Vellinge;5;Heatweed
V_Flommen;5_2.3;levande;0;vascular tissue;;Vellinge;5;Heatweed
V_Flommen;5_2.4;levande;0;vascular tissue;;Vellinge;5;Heatweed
V_Flommen;5_2.5;levande;0;vascular tissue;;Vellinge;5;Heatweed
V_Flommen;5_2.6;levande;0;vascular tissue;;Vellinge;5;Heatweed
V_Flommen;5_2.7;levande;0;vascular tissue;;Vellinge;5;Heatweed
V_Flommen;5_2.8;levande;0;cortex;;Vellinge;5;Heatweed
V_Flommen;5_2.9;levande;0;vascular tissue;;Vellinge;5;Heatweed
V_Flommen;5_2.10;levande;0;vascular tissue;;Vellinge;5;Heatweed
V_Flommen;5_3.1;levande;0;pith;;Vellinge;5;Heatweed
V_Flommen;5_3.2;levande;0;pith;;Vellinge;5;Heatweed
V_Flommen;5_3.3;levande;0;cortex;;Vellinge;5;Heatweed
V_Flommen;5_3.4;levande;0;vascular tissue;;Vellinge;5;Heatweed
V_Flommen;5_3.5;levande;0;vascular tissue;;Vellinge;5;Heatweed
V_Flommen;5_3.6;levande;0;vascular tissue;;Vellinge;5;Heatweed
V_Flommen;5_3.7;levande;0;vascular tissue;;Vellinge;5;Heatweed
V_Flommen;5_3.8;levande;0;vascular tissue;;Vellinge;5;Heatweed
V_Flommen;5_3.9;levande;0;vascular tissue;;Vellinge;5;Heatweed
V_Flommen;5_3.10;levande;0;vascular tissue;;Vellinge;5;Heatweed
V_Flommen;5_4.1;död;8;pith;;Vellinge;5;Heatweed
V_Flommen;5_4.2;levande;0;vascular tissue;;Vellinge;5;Heatweed
V_Flommen;5_4.3;levande;0;vascular tissue;;Vellinge;5;Heatweed
V_Flommen;5_4.4;levande;0;vascular tissue;;Vellinge;5;Heatweed
V_Flommen;5_4.5;levande;0;vascular tissue;;Vellinge;5;Heatweed
V_Flommen;5_4.6;levande;0;vascular tissue;;Vellinge;5;Heatweed
V_Flommen;5_4.7;levande;0;vascular tissue;;Vellinge;5;Heatweed
V_Flommen;5_4.8;levande;0;vascular tissue;;Vellinge;5;Heatweed
V_Flommen;5_4.9;död;10;vascular tissue;;Vellinge;5;Heatweed
V_Flommen;5_4.10;levande;0;vascular tissue;;Vellinge;5;Heatweed
V_Flommen;5_5.1;levande;0;pith;;Vellinge;5;Heatweed
V_Flommen;5_5.2;död;6;pith;;Vellinge;5;Heatweed
V_Flommen;5_5.3;levande;0;vascular tissue;;Vellinge;5;Heatweed
V_Flommen;5_5.4;levande;0;vascular tissue;;Vellinge;5;Heatweed
V_Flommen;5_5.5;levande;0;vascular tissue;;Vellinge;5;Heatweed
V_Flommen;5_5.6;levande;0;pith;;Vellinge;5;Heatweed
V_Flommen;5_5.7;levande;0;vascular tissue;;Vellinge;5;Heatweed
V_Flommen;5_5.8;levande;0;vascular tissue;;Vellinge;5;Heatweed
V_Flommen;5_5.9;levande;0;vascular tissue;;Vellinge;5;Heatweed
V_Flommen;5_5.10;levande;0;vascular tissue;;Vellinge;5;Heatweed
H_Råå;1_1.1;levande;0;vascular tissue;;Helsingborg;1;Heatweed
H_Råå;1_1.2;levande;0;vascular tissue;;Helsingborg;1;Heatweed
H_Råå;1_1.3;levande;0;vascular tissue;;Helsingborg;1;Heatweed
H_Råå;1_1.4;levande;0;vascular tissue;;Helsingborg;1;Heatweed
H_Råå;1_1.5;levande;0;vascular tissue;;Helsingborg;1;Heatweed
H_Råå;1_1.6;levande;0;vascular tissue;;Helsingborg;1;Heatweed
H_Råå;1_1.7;levande;0;vascular tissue;;Helsingborg;1;Heatweed
H_Råå;1_1.8;levande;0;vascular tissue;;Helsingborg;1;Heatweed
H_Råå;1_1.9;levande;0;vascular tissue;;Helsingborg;1;Heatweed
H_Råå;1_1.10;levande;0;vascular tissue;;Helsingborg;1;Heatweed
H_Råå;1_2.1;levande;1;pith;;Helsingborg;1;Heatweed
H_Råå;1_2.2;levande;0;vascular tissue;;Helsingborg;1;Heatweed
H_Råå;1_2.3;levande;0;pith;;Helsingborg;1;Heatweed
H_Råå;1_2.4;levande;0;pith;;Helsingborg;1;Heatweed
H_Råå;1_2.5;levande;0;vascular tissue;;Helsingborg;1;Heatweed
H_Råå;1_2.6;levande;0;vascular tissue;hyfer;Helsingborg;1;Heatweed
H_Råå;1_2.7;levande;0;vascular tissue;;Helsingborg;1;Heatweed
H_Råå;1_2.8;levande;0;cortex;;Helsingborg;1;Heatweed
H_Råå;1_2.9;levande;0;vascular tissue;;Helsingborg;1;Heatweed
H_Råå;1_2.10;levande;0;vascular tissue;;Helsingborg;1;Heatweed
H_Råå;1_3.1;levande;0;pith;;Helsingborg;1;Heatweed
H_Råå;1_3.2;levande;0;vascular tissue;;Helsingborg;1;Heatweed
H_Råå;1_3.3;levande;0;vascular tissue;;Helsingborg;1;Heatweed
H_Råå;1_3.4;levande;0;vascular tissue;;Helsingborg;1;Heatweed
H_Råå;1_3.7;levande;0;vascular tissue;;Helsingborg;1;Heatweed
H_Råå;1_3.8;levande;0;vascular tissue;;Helsingborg;1;Heatweed
H_Råå;1_3.9;levande;0;vascular tissue;;Helsingborg;1;Heatweed
H_Råå;1_3.12;levande;0;vascular tissue;;Helsingborg;1;Heatweed
H_Råå;1_4.1;levande;0;vascular tissue;;Helsingborg;1;Heatweed
H_Råå;1_4.2;levande;0;vascular tissue;hyfer;Helsingborg;1;Heatweed
H_Råå;1_4.3;levande;0;vascular tissue;hyfer;Helsingborg;1;Heatweed
H_Råå;1_4.4;levande;0;vascular tissue;;Helsingborg;1;Heatweed
H_Råå;1_4.5;död;1;vascular tissue;;Helsingborg;1;Heatweed
H_Råå;1_4.7;levande;0;vascular tissue;;Helsingborg;1;Heatweed
H_Råå;1_4.8;levande;0;vascular tissue;;Helsingborg;1;Heatweed
H_Råå;1_4.9;levande;0;vascular tissue;;Helsingborg;1;Heatweed
H_Råå;1_4.10;levande;0;vascular tissue;;Helsingborg;1;Heatweed
H_Råå;1_4.11;levande;0;cortex;hyfer;Helsingborg;1;Heatweed
H_Råå;1_5.1;levande;0;vascular tissue;;Helsingborg;1;Heatweed
H_Råå;1_5.2;levande;0;cortex;;Helsingborg;1;Heatweed
H_Råå;1_5.3;levande;0;pith;;Helsingborg;1;Heatweed
H_Råå;1_5.4;levande;0;vascular tissue;;Helsingborg;1;Heatweed
H_Råå;1_5.5;levande;0;vascular tissue;;Helsingborg;1;Heatweed
H_Råå;1_5.7;levande;0;vascular tissue;;Helsingborg;1;Heatweed
H_Råå;1_5.8;levande;0;vascular tissue;;Helsingborg;1;Heatweed
H_Råå;1_5.9;levande;0;vascular tissue;;Helsingborg;1;Heatweed
H_Råå;1_5.10;levande;0;vascular tissue;samma som 5.9, annan fokus;Helsingborg;1;Heatweed
H_Råå;2_1.1;död;41;pith;;Helsingborg;2;Heatweed
H_Råå;2_1.2;död;50;pith;;Helsingborg;2;Heatweed
H_Råå;2_1.3;död;36;pith;;Helsingborg;2;Heatweed
H_Råå;2_1.4;död;24;pith;;Helsingborg;2;Heatweed
H_Råå;2_1.5;död;12;pith;;Helsingborg;2;Heatweed
H_Råå;2_1.6;död;114;pith;;Helsingborg;2;Heatweed
H_Råå;2_1.7;död;24;cortex;;Helsingborg;2;Heatweed
H_Råå;2_1.8;död;61;pith;;Helsingborg;2;Heatweed
H_Råå;2_1.10;död;49;pith;;Helsingborg;2;Heatweed
H_Råå;2_2.1;död;13;pith;;Helsingborg;2;Heatweed
H_Råå;2_2.2;död;5;pith;;Helsingborg;2;Heatweed
H_Råå;2_2.3;levande;0;vascular tissue;;Helsingborg;2;Heatweed
H_Råå;2_2.4;död;4;cortex;;Helsingborg;2;Heatweed
H_Råå;2_2.5;död;34;pith;;Helsingborg;2;Heatweed
H_Råå;2_2.6;levande;0;vascular tissue;;Helsingborg;2;Heatweed
H_Råå;2_2.7;levande;0;vascular tissue;;Helsingborg;2;Heatweed
H_Råå;2_2.8;levande;0;cortex;;Helsingborg;2;Heatweed
H_Råå;2_2.9;död;12;cortex;;Helsingborg;2;Heatweed
H_Råå;2_3.1;levande;0;pith;;Helsingborg;2;Heatweed
H_Råå;2_3.2;död;1;pith;;Helsingborg;2;Heatweed
H_Råå;2_3.3;död;7;pith;;Helsingborg;2;Heatweed
H_Råå;2_3.4;levande;0;vascular tissue;;Helsingborg;2;Heatweed
H_Råå;2_3.5;död;11;pith;;Helsingborg;2;Heatweed
H_Råå;2_3.6;död;1;pith;;Helsingborg;2;Heatweed
H_Råå;2_3.7;död;4;pith;hyfer;Helsingborg;2;Heatweed
H_Råå;2_3.8;död;3;pith;;Helsingborg;2;Heatweed
H_Råå;2_3.9;levande;0;cortex;;Helsingborg;2;Heatweed
H_Råå;2_3.10;levande;0;cortex;;Helsingborg;2;Heatweed
H_Råå;2_4.1;död;21;pith;SNYGG;Helsingborg;2;Heatweed
H_Råå;2_4.2;död;24;pith;SNYGG;Helsingborg;2;Heatweed
H_Råå;2_4.3;levande;0;vascular tissue;;Helsingborg;2;Heatweed
H_Råå;2_4.4;levande;0;cortex;;Helsingborg;2;Heatweed
H_Råå;2_4.5;död;7;cortex;;Helsingborg;2;Heatweed
H_Råå;2_4.6;död;4;cortex;;Helsingborg;2;Heatweed
H_Råå;2_4.7;levande;0;cortex;;Helsingborg;2;Heatweed
H_Råå;2_4.8;död;15;pith;;Helsingborg;2;Heatweed
H_Råå;2_4.9;död;16;pith;;Helsingborg;2;Heatweed
H_Råå;2_4.10;död;13;pith;;Helsingborg;2;Heatweed
H_Råå;2_5.1;levande;0;pith;;Helsingborg;2;Heatweed
H_Råå;2_5.2;död;24;pith;SNYGG;Helsingborg;2;Heatweed
H_Råå;2_5.3;levande;0;vascular tissue;;Helsingborg;2;Heatweed
H_Råå;1_5.4;levande;0;cortex;;Helsingborg;2;Heatweed
H_Råå;2_5.5;levande;0;cortex;;Helsingborg;2;Heatweed
H_Råå;2_5.6;levande;0;cortex;;Helsingborg;2;Heatweed
H_Råå;2_5.7;levande;0;cortex;;Helsingborg;2;Heatweed
H_Råå;2_5.8;levande;0;cortex;;Helsingborg;2;Heatweed
H_Råå;2_5.9;död;2;cortex;;Helsingborg;2;Heatweed
H_Råå;2_5.10;levande;0;cortex;;Helsingborg;2;Heatweed
H_Råå;3_1.1;levande;0;vascular tissue;;Helsingborg;3;Heatweed
H_Råå;3_1.2;levande;0;cortex;;Helsingborg;3;Heatweed
H_Råå;3_1.3;levande;0;cortex;;Helsingborg;3;Heatweed
H_Råå;3_1.4;levande;0;cortex;;Helsingborg;3;Heatweed
H_Råå;3_1.5;levande;0;cortex;;Helsingborg;3;Heatweed
H_Råå;3_1.6;levande;0;vascular tissue;;Helsingborg;3;Heatweed
H_Råå;3_1.7;levande;0;vascular tissue;;Helsingborg;3;Heatweed
H_Råå;3_1.8;levande;0;vascular tissue;;Helsingborg;3;Heatweed
H_Råå;3_1.9;levande;0;vascular tissue;;Helsingborg;3;Heatweed
H_Råå;3_1.10;levande;0;vascular tissue;;Helsingborg;3;Heatweed
H_Råå;3_2.1;levande;0;vascular tissue;;Helsingborg;3;Heatweed
H_Råå;3_2.2;levande;0;vascular tissue;;Helsingborg;3;Heatweed
H_Råå;3_2.3;levande;0;vascular tissue;;Helsingborg;3;Heatweed
H_Råå;3_2.4;levande;0;vascular tissue;;Helsingborg;3;Heatweed
H_Råå;3_2.5;levande;0;vascular tissue;;Helsingborg;3;Heatweed
H_Råå;3_2.6;levande;0;vascular tissue;;Helsingborg;3;Heatweed
H_Råå;3_2.7;levande;0;vascular tissue;;Helsingborg;3;Heatweed
H_Råå;3_2.8;levande;0;vascular tissue;;Helsingborg;3;Heatweed
H_Råå;3_2.9;levande;0;vascular tissue;;Helsingborg;3;Heatweed
H_Råå;3_2.10;levande;0;vascular tissue;;Helsingborg;3;Heatweed
H_Råå;3_3.1;levande;0;vascular tissue;;Helsingborg;3;Heatweed
H_Råå;3_3.2;levande;0;vascular tissue;;Helsingborg;3;Heatweed
H_Råå;3_3.3;levande;0;cortex;;Helsingborg;3;Heatweed
H_Råå;3_3.4;levande;0;cortex;;Helsingborg;3;Heatweed
H_Råå;3_3.5;levande;0;cortex;;Helsingborg;3;Heatweed
H_Råå;3_3.6;död med microliv;3;cortex;hyfer;Helsingborg;3;Heatweed
H_Råå;3_3.7;levande;0;cortex;;Helsingborg;3;Heatweed
H_Råå;3_3.8;levande;0;cortex;;Helsingborg;3;Heatweed
H_Råå;3_3.9;levande;0;vascular tissue;;Helsingborg;3;Heatweed
H_Råå;3_3.10;levande;0;vascular tissue;;Helsingborg;3;Heatweed
H_Råå;3_3.11;levande;0;vascular tissue;;Helsingborg;3;Heatweed
H_Råå;3_4.1;levande;0;vascular tissue;;Helsingborg;3;Heatweed
H_Råå;3_4.2;levande;0;vascular tissue;;Helsingborg;3;Heatweed
H_Råå;3_4.3;levande;0;vascular tissue;;Helsingborg;3;Heatweed
H_Råå;3_4.4;levande;0;vascular tissue;;Helsingborg;3;Heatweed
H_Råå;3_4.5;levande;0;vascular tissue;;Helsingborg;3;Heatweed
H_Råå;3_4.6;levande;0;vascular tissue;;Helsingborg;3;Heatweed
H_Råå;3_4.7;levande;0;cortex;;Helsingborg;3;Heatweed
H_Råå;3_4.8;levande;0;cortex;;Helsingborg;3;Heatweed
H_Råå;3_4.9;levande;0;cortex;;Helsingborg;3;Heatweed
H_Råå;3_4.10;levande;0;cortex;;Helsingborg;3;Heatweed
H_Råå;3_5.1;levande;0;vascular tissue;;Helsingborg;3;Heatweed
H_Råå;3_5.2;levande;0;vascular tissue;;Helsingborg;3;Heatweed
H_Råå;3_5.3;levande;0;vascular tissue;;Helsingborg;3;Heatweed
H_Råå;3_5.4;levande;0;vascular tissue;;Helsingborg;3;Heatweed
H_Råå;3_5.5;levande;0;vascular tissue;;Helsingborg;3;Heatweed
H_Råå;3_5.6;levande;0;vascular tissue;;Helsingborg;3;Heatweed
H_Råå;3_5.7;levande;0;vascular tissue;;Helsingborg;3;Heatweed
H_Råå;3_5.8;levande;0;vascular tissue;;Helsingborg;3;Heatweed
H_Råå;3_5.9;levande;0;vascular tissue;;Helsingborg;3;Heatweed
H_Råå;3_5.10;levande;0;vascular tissue;;Helsingborg;3;Heatweed
H_Råå;4_1.1;levande;0;cortex;;Helsingborg;4;Heatweed
H_Råå;4_1.2;levande;0;cortex;tunn bit;Helsingborg;4;Heatweed
H_Råå;4_1.3;levande;0;vascular tissue;;Helsingborg;4;Heatweed
H_Råå;4_1.4;levande;0;vascular tissue;;Helsingborg;4;Heatweed
H_Råå;4_1.5;levande;0;vascular tissue;;Helsingborg;4;Heatweed
H_Råå;4_1.6;levande;0;cortex;;Helsingborg;4;Heatweed
H_Råå;4_1.7;levande;0;cortex;;Helsingborg;4;Heatweed
H_Råå;4_1.8;levande;0;vascular tissue;;Helsingborg;4;Heatweed
H_Råå;4_1.9;levande;0;vascular tissue;;Helsingborg;4;Heatweed
H_Råå;4_1.10;levande;0;cortex;;Helsingborg;4;Heatweed
H_Råå;4_2.1;levande;0;pith;tunn bit;Helsingborg;4;Heatweed
H_Råå;4_2.2;levande;0;cortex;;Helsingborg;4;Heatweed
H_Råå;4_2.3;levande;0;cortex;;Helsingborg;4;Heatweed
H_Råå;4_2.4;levande;0;cortex;;Helsingborg;4;Heatweed
H_Råå;4_2.5;levande;0;cortex;;Helsingborg;4;Heatweed
H_Råå;4_2.6;levande;0;cortex;;Helsingborg;4;Heatweed
H_Råå;4_2.7;levande;0;cortex;;Helsingborg;4;Heatweed
H_Råå;4_2.8;levande;0;cortex;;Helsingborg;4;Heatweed
H_Råå;4_2.9;levande;0;cortex;;Helsingborg;4;Heatweed
H_Råå;4_2.10;levande;0;cortex;;Helsingborg;4;Heatweed
H_Råå;4_3.1;levande;0;pith;;Helsingborg;4;Heatweed
H_Råå;4_3.2;levande;0;vascular tissue;;Helsingborg;4;Heatweed
H_Råå;4_3.3;levande;0;pith;;Helsingborg;4;Heatweed
H_Råå;4_3.4;levande;0;vascular tissue;;Helsingborg;4;Heatweed
H_Råå;4_3.5;levande;0;cortex;;Helsingborg;4;Heatweed
H_Råå;4_3.6;levande;0;cortex;;Helsingborg;4;Heatweed
H_Råå;4_3.7;levande;0;cortex;;Helsingborg;4;Heatweed
H_Råå;4_3.8;levande;0;cortex;;Helsingborg;4;Heatweed
H_Råå;4_3.9;levande;0;cortex;;Helsingborg;4;Heatweed
H_Råå;4_3.10;levande;0;cortex;;Helsingborg;4;Heatweed
H_Råå;4_4.1;levande;0;pith;tunn bit;Helsingborg;4;Heatweed
H_Råå;4_4.2;levande;0;cortex;;Helsingborg;4;Heatweed
H_Råå;4_4.3;levande;0;cortex;;Helsingborg;4;Heatweed
H_Råå;4_4.4;levande;0;vascular tissue;;Helsingborg;4;Heatweed
H_Råå;4_4.5;levande;0;cortex;;Helsingborg;4;Heatweed
H_Råå;4_4.6;levande;0;cortex;;Helsingborg;4;Heatweed
H_Råå;4_4.7;levande;0;pith;tunn bit;Helsingborg;4;Heatweed
H_Råå;4_4.8;levande;0;cortex;;Helsingborg;4;Heatweed
H_Råå;4_4.9;levande;0;cortex;;Helsingborg;4;Heatweed
H_Råå;4_4.10;levande;0;cortex;;Helsingborg;4;Heatweed
H_Råå;4_5.1;levande;0;vascular tissue;;Helsingborg;4;Heatweed
H_Råå;4_5.2;levande;0;cortex;;Helsingborg;4;Heatweed
H_Råå;4_5.3;levande;0;cortex;;Helsingborg;4;Heatweed
H_Råå;4_5.4;levande;0;cortex;;Helsingborg;4;Heatweed
H_Råå;4_5.5;levande;0;cortex;;Helsingborg;4;Heatweed
H_Råå;4_5.6;levande;0;vascular tissue;;Helsingborg;4;Heatweed
H_Råå;4_5.7;levande;0;vascular tissue;;Helsingborg;4;Heatweed
H_Råå;4_5.8;levande;0;cortex;;Helsingborg;4;Heatweed
H_Råå;4_5.9;levande;0;cortex;;Helsingborg;4;Heatweed
H_Råå;4_5.10;levande;0;pith;;Helsingborg;4;Heatweed
H_Råå;5_1.1;levande;0;pith;;Helsingborg;5;Heatweed
H_Råå;5_1.2;levande;0;vascular tissue;;Helsingborg;5;Heatweed
H_Råå;5_1.3;död med microliv;24;cortex;;Helsingborg;5;Heatweed
H_Råå;5_1.4;levande;0;vascular tissue;;Helsingborg;5;Heatweed
H_Råå;5_1.5;levande;0;vascular tissue;;Helsingborg;5;Heatweed
H_Råå;5_1.6;levande;0;vascular tissue;;Helsingborg;5;Heatweed
H_Råå;5_1.7;levande;0;cortex;;Helsingborg;5;Heatweed
H_Råå;5_1.8;levande;0;vascular tissue;;Helsingborg;5;Heatweed
H_Råå;5_1.9;levande;0;pith;;Helsingborg;5;Heatweed
H_Råå;5_1.10;levande;0;pith;;Helsingborg;5;Heatweed
H_Råå;5_2.1;levande;0;pith;;Helsingborg;5;Heatweed
H_Råå;5_2.2;levande;0;pith;;Helsingborg;5;Heatweed
H_Råå;5_2.3;död med microliv;14;cortex;;Helsingborg;5;Heatweed
H_Råå;5_2.4;levande;0;cortex;;Helsingborg;5;Heatweed
H_Råå;5_2.5;levande;0;cortex;;Helsingborg;5;Heatweed
H_Råå;5_2.6;levande;0;cortex;;Helsingborg;5;Heatweed
H_Råå;5_2.7;levande;0;cortex;;Helsingborg;5;Heatweed
H_Råå;5_2.8;levande;0;cortex;;Helsingborg;5;Heatweed
H_Råå;5_2.9;levande;0;cortex;;Helsingborg;5;Heatweed
H_Råå;5_2.10;levande;0;vascular tissue;;Helsingborg;5;Heatweed
H_Råå;5_3.1;levande;0;pith;;Helsingborg;5;Heatweed
H_Råå;5_3.2;levande;0;pith;;Helsingborg;5;Heatweed
H_Råå;5_3.3;levande;0;pith;;Helsingborg;5;Heatweed
H_Råå;5_3.4;levande;0;vascular tissue;;Helsingborg;5;Heatweed
H_Råå;5_3.5;levande;0;vascular tissue;;Helsingborg;5;Heatweed
H_Råå;5_3.6;levande;0;vascular tissue;;Helsingborg;5;Heatweed
H_Råå;5_3.7;levande;0;vascular tissue;;Helsingborg;5;Heatweed
H_Råå;5_3.8;levande;0;vascular tissue;;Helsingborg;5;Heatweed
H_Råå;5_3.9;levande;0;vascular tissue;;Helsingborg;5;Heatweed
H_Råå;5_3.10;levande;0;vascular tissue;;Helsingborg;5;Heatweed
H_Råå;5_4.1;levande;0;pith;;Helsingborg;5;Heatweed
H_Råå;5_4.2;död;1;pith;;Helsingborg;5;Heatweed
H_Råå;5_4.3;levande;0;pith;;Helsingborg;5;Heatweed
